year,state_code,producer_type,fuel_source,generators,facilities,nameplate_capacity_(megawatts),summer_capacity_(megawatts),summer_capacity_change
2004,MA,"Combined Heat and Power, Commercial Power",All Sources,,11.0,202.0,174.0,-11.0
2005,MA,"Combined Heat and Power, Commercial Power",All Sources,,11.0,202.0,174.0,0.0
2006,MA,"Combined Heat and Power, Commercial Power",All Sources,,12.0,202.0,174.0,0.0
2007,MA,"Combined Heat and Power, Commercial Power",All Sources,,11.0,202.0,174.0,0.0
2008,MA,"Combined Heat and Power, Commercial Power",All Sources,,12.0,202.0,174.0,0.0
2009,MA,"Combined Heat and Power, Commercial Power",All Sources,,13.0,203.0,175.0,1.0
2010,MA,"Combined Heat and Power, Commercial Power",All Sources,,13.0,203.0,175.0,0.0
1990,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,18.4,17.3,
1991,MD,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.4,8.1,-9.200000000000001
1992,MD,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.4,8.1,0.0
1993,MD,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.4,8.1,0.0
1994,MD,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.4,8.1,0.0
1995,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.6,9.2,1.0999999999999996
1996,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.6,9.2,0.0
1997,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,8.7,8.3,-0.8999999999999986
1998,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,8.7,8.3,0.0
1999,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,8.7,8.3,0.0
2000,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.0,8.0,-0.3000000000000007
2001,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.0,7.0,-1.0
2002,MD,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.0,7.0,0.0
2003,MD,"Combined Heat and Power, Commercial Power",All Sources,,5.0,13.0,11.0,4.0
2004,MD,"Combined Heat and Power, Commercial Power",All Sources,,6.0,16.0,13.0,2.0
2005,MD,"Combined Heat and Power, Commercial Power",All Sources,,6.0,16.0,13.0,0.0
2006,MD,"Combined Heat and Power, Commercial Power",All Sources,,6.0,16.0,13.0,0.0
2007,MD,"Combined Heat and Power, Commercial Power",All Sources,,6.0,16.0,13.0,0.0
2008,MD,"Combined Heat and Power, Commercial Power",All Sources,,6.0,16.0,13.0,0.0
2009,MD,"Combined Heat and Power, Commercial Power",All Sources,,6.0,16.0,13.0,0.0
2010,MD,"Combined Heat and Power, Commercial Power",All Sources,,6.0,16.0,13.0,0.0
1990,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,29.8,27.8,
1991,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,29.8,27.8,0.0
1992,ME,"Combined Heat and Power, Commercial Power",All Sources,,3.0,34.6,32.2,4.400000000000002
1993,ME,"Combined Heat and Power, Commercial Power",All Sources,,3.0,34.8,32.4,0.19999999999999574
1994,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.3,28.2,-4.199999999999999
1995,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.3,28.2,0.0
1996,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.3,28.2,0.0
1997,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.3,28.2,0.0
1998,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.3,28.2,0.0
1999,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.3,28.2,0.0
2000,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,28.0,-0.1999999999999993
2001,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,23.0,-5.0
2002,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,23.0,0.0
2003,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,23.0,0.0
2004,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,24.0,1.0
2005,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,24.0,0.0
2006,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,24.0,0.0
2007,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,24.0,0.0
2008,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,24.0,0.0
2009,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,24.0,0.0
2010,ME,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.0,24.0,0.0
1990,MI,"Combined Heat and Power, Commercial Power",All Sources,,5.0,115.1,106.8,
1991,MI,"Combined Heat and Power, Commercial Power",All Sources,,6.0,117.6,109.3,2.5
1992,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,121.4,113.0,3.700000000000003
1993,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,137.9,128.5,15.5
1994,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,137.9,128.5,0.0
1995,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,137.9,128.5,0.0
1996,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,142.4,132.7,4.199999999999989
1997,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,142.4,132.7,0.0
1998,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,142.4,132.7,0.0
1999,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,142.4,132.7,0.0
2000,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,142.0,133.0,0.30000000000001137
2001,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,143.0,131.0,-2.0
2002,MI,"Combined Heat and Power, Commercial Power",All Sources,,7.0,143.0,131.0,0.0
2003,MI,"Combined Heat and Power, Commercial Power",All Sources,,11.0,153.0,140.0,9.0
2004,MI,"Combined Heat and Power, Commercial Power",All Sources,,11.0,152.0,140.0,0.0
2005,MI,"Combined Heat and Power, Commercial Power",All Sources,,10.0,154.0,142.0,2.0
2006,MI,"Combined Heat and Power, Commercial Power",All Sources,,11.0,197.0,182.0,40.0
2007,MI,"Combined Heat and Power, Commercial Power",All Sources,,11.0,199.0,191.0,9.0
2008,MI,"Combined Heat and Power, Commercial Power",All Sources,,11.0,199.0,191.0,0.0
2009,MI,"Combined Heat and Power, Commercial Power",All Sources,,11.0,199.0,191.0,0.0
2010,MI,"Combined Heat and Power, Commercial Power",All Sources,,12.0,217.0,206.0,15.0
1990,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,37.4,36.0,
1991,MN,"Combined Heat and Power, Commercial Power",All Sources,,4.0,32.4,31.1,-4.899999999999999
1992,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,37.4,36.0,4.899999999999999
1993,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,37.4,36.0,0.0
1994,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,35.9,34.5,-1.5
1995,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,34.4,33.0,-1.5
1996,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,38.9,36.8,3.799999999999997
1997,MN,"Combined Heat and Power, Commercial Power",All Sources,,5.0,38.9,36.8,0.0
1998,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,38.9,36.8,0.0
1999,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,38.9,36.8,0.0
2000,MN,"Combined Heat and Power, Commercial Power",All Sources,,6.0,39.0,36.0,-0.7999999999999972
2001,MN,"Combined Heat and Power, Commercial Power",All Sources,,7.0,45.0,43.0,7.0
2002,MN,"Combined Heat and Power, Commercial Power",All Sources,,7.0,45.0,42.0,-1.0
2003,MN,"Combined Heat and Power, Commercial Power",All Sources,,7.0,45.0,39.0,-3.0
2004,MN,"Combined Heat and Power, Commercial Power",All Sources,,8.0,53.0,41.0,2.0
2005,MN,"Combined Heat and Power, Commercial Power",All Sources,,10.0,61.0,44.0,3.0
2006,MN,"Combined Heat and Power, Commercial Power",All Sources,,11.0,68.0,46.0,2.0
2007,MN,"Combined Heat and Power, Commercial Power",All Sources,,11.0,68.0,46.0,0.0
2008,MN,"Combined Heat and Power, Commercial Power",All Sources,,10.0,67.0,46.0,0.0
2009,MN,"Combined Heat and Power, Commercial Power",All Sources,,13.0,80.0,52.0,6.0
2010,MN,"Combined Heat and Power, Commercial Power",All Sources,,14.0,90.0,61.0,9.0
1990,MO,"Combined Heat and Power, Commercial Power",All Sources,,5.0,66.2,61.8,
1991,MO,"Combined Heat and Power, Commercial Power",All Sources,,5.0,66.2,61.8,0.0
1992,MO,"Combined Heat and Power, Commercial Power",All Sources,,6.0,67.0,62.5,0.7000000000000028
1993,MO,"Combined Heat and Power, Commercial Power",All Sources,,6.0,67.3,62.8,0.29999999999999716
1994,MO,"Combined Heat and Power, Commercial Power",All Sources,,7.0,71.3,66.8,4.0
1995,MO,"Combined Heat and Power, Commercial Power",All Sources,,7.0,68.6,64.1,-2.700000000000003
1996,MO,"Combined Heat and Power, Commercial Power",All Sources,,7.0,68.6,64.1,0.0
1997,MO,"Combined Heat and Power, Commercial Power",All Sources,,5.0,68.6,64.2,0.10000000000000853
1998,MO,"Combined Heat and Power, Commercial Power",All Sources,,5.0,68.6,64.2,0.0
1999,MO,"Combined Heat and Power, Commercial Power",All Sources,,5.0,68.6,64.2,0.0
2000,MO,"Combined Heat and Power, Commercial Power",All Sources,,5.0,68.0,64.0,-0.20000000000000284
2001,MO,"Combined Heat and Power, Commercial Power",All Sources,,5.0,68.0,65.0,1.0
2002,MO,"Combined Heat and Power, Commercial Power",All Sources,,6.0,95.0,90.0,25.0
2003,MO,"Combined Heat and Power, Commercial Power",All Sources,,6.0,95.0,90.0,0.0
2004,MO,"Combined Heat and Power, Commercial Power",All Sources,,6.0,104.0,90.0,0.0
2005,MO,"Combined Heat and Power, Commercial Power",All Sources,,6.0,107.0,93.0,3.0
2006,MO,"Combined Heat and Power, Commercial Power",All Sources,,6.0,107.0,93.0,0.0
2007,MO,"Combined Heat and Power, Commercial Power",All Sources,,4.0,100.0,86.0,-7.0
2008,MO,"Combined Heat and Power, Commercial Power",All Sources,,4.0,103.0,89.0,3.0
2009,MO,"Combined Heat and Power, Commercial Power",All Sources,,4.0,103.0,89.0,0.0
2010,MO,"Combined Heat and Power, Commercial Power",All Sources,,4.0,103.0,89.0,0.0
1992,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,
1993,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,0.0
1994,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,0.0
1995,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,0.0
1996,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,0.0
1997,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,0.0
1998,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,0.0
1999,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.3,3.6,0.0
2000,MS,"Combined Heat and Power, Commercial Power",All Sources,,2.0,10.0,9.0,5.4
2001,MS,"Combined Heat and Power, Commercial Power",All Sources,,2.0,10.0,10.0,1.0
2002,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,-6.0
2003,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
2004,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
2005,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
2006,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
2007,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
2008,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
2009,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
2010,MS,"Combined Heat and Power, Commercial Power",All Sources,,1.0,4.0,4.0,0.0
1990,NC,"Combined Heat and Power, Commercial Power",All Sources,,1.0,2.6,2.4,
1991,NC,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.6,28.7,26.3
1992,NC,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.6,28.7,0.0
1993,NC,"Combined Heat and Power, Commercial Power",All Sources,,2.0,30.6,28.7,0.0
1994,NC,"Combined Heat and Power, Commercial Power",All Sources,,3.0,32.6,30.6,1.9000000000000021
1995,NC,"Combined Heat and Power, Commercial Power",All Sources,,3.0,32.6,30.6,0.0
1996,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.8,32.8,2.1999999999999957
1997,NC,"Combined Heat and Power, Commercial Power",All Sources,,5.0,35.7,33.6,0.8000000000000043
1998,NC,"Combined Heat and Power, Commercial Power",All Sources,,5.0,35.7,33.6,0.0
1999,NC,"Combined Heat and Power, Commercial Power",All Sources,,5.0,39.7,37.6,4.0
2000,NC,"Combined Heat and Power, Commercial Power",All Sources,,5.0,38.0,36.0,-1.6000000000000014
2001,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,30.0,-6.0
2002,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,30.0,0.0
2003,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,30.0,0.0
2004,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,29.0,-1.0
2005,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,29.0,0.0
2006,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,34.0,5.0
2007,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,34.0,0.0
2008,NC,"Combined Heat and Power, Commercial Power",All Sources,,4.0,34.0,34.0,0.0
2009,NC,"Combined Heat and Power, Commercial Power",All Sources,,5.0,35.0,35.0,1.0
2010,NC,"Combined Heat and Power, Commercial Power",All Sources,,5.0,35.0,35.0,0.0
2006,ND,"Combined Heat and Power, Commercial Power",All Sources,,1.0,2.0,2.0,
2007,ND,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,4.0,2.0
2008,ND,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,4.0,0.0
2009,ND,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,4.0,0.0
2010,ND,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,4.0,0.0
1997,NE,"Combined Heat and Power, Commercial Power",All Sources,,1.0,2.1,2.1,
1998,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,6.9,6.6,4.5
1999,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,6.9,6.6,0.0
2000,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,7.0,7.0,0.40000000000000036
2001,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.0,7.0,0.0
2002,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.0,6.0,-1.0
2003,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.0,6.0,0.0
2004,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.0,6.0,0.0
2005,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.0,6.0,0.0
2006,NE,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.0,6.0,0.0
2007,NE,"Combined Heat and Power, Commercial Power",All Sources,,1.0,3.0,3.0,-3.0
2008,NE,"Combined Heat and Power, Commercial Power",All Sources,,1.0,3.0,3.0,0.0
2009,NE,"Combined Heat and Power, Commercial Power",All Sources,,1.0,3.0,3.0,0.0
2010,NE,"Combined Heat and Power, Commercial Power",All Sources,,1.0,3.0,3.0,0.0
1990,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,19.6,18.8,
1991,NH,"Combined Heat and Power, Commercial Power",All Sources,,2.0,5.6,5.4,-13.4
1992,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.1,7.7,2.3
1993,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.1,7.7,0.0
1994,NH,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.6,9.2,1.4999999999999991
1995,NH,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.6,9.2,0.0
1996,NH,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.7,9.3,0.10000000000000142
1997,NH,"Combined Heat and Power, Commercial Power",All Sources,,4.0,9.7,9.3,0.0
1998,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,9.7,9.3,0.0
1999,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,9.7,9.3,0.0
2000,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,10.0,9.0,-0.3000000000000007
2001,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,11.0,11.0,2.0
2002,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,11.0,11.0,0.0
2003,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,11.0,11.0,0.0
2004,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,11.0,11.0,0.0
2005,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,11.0,11.0,0.0
2006,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,11.0,11.0,0.0
2007,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,12.0,12.0,1.0
2008,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,12.0,12.0,0.0
2009,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,12.0,12.0,0.0
2010,NH,"Combined Heat and Power, Commercial Power",All Sources,,3.0,12.0,12.0,0.0
1990,NJ,"Combined Heat and Power, Commercial Power",All Sources,,3.0,16.9,14.6,
1991,NJ,"Combined Heat and Power, Commercial Power",All Sources,,3.0,16.9,14.6,0.0
1992,NJ,"Combined Heat and Power, Commercial Power",All Sources,,5.0,18.4,15.8,1.200000000000001
1993,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,22.5,19.3,3.5
1994,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,26.6,22.8,3.5
1995,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,26.6,22.8,0.0
1996,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,26.6,22.8,0.0
1997,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,26.6,22.8,0.0
1998,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,26.6,22.8,0.0
1999,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,26.6,22.8,0.0
2000,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,27.0,23.0,0.1999999999999993
2001,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,27.0,25.0,2.0
2002,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,32.0,31.0,6.0
2003,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,32.0,30.0,-1.0
2004,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,32.0,30.0,0.0
2005,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,32.0,30.0,0.0
2006,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,32.0,30.0,0.0
2007,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,30.0,29.0,-1.0
2008,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,30.0,29.0,0.0
2009,NJ,"Combined Heat and Power, Commercial Power",All Sources,,6.0,71.0,62.0,33.0
2010,NJ,"Combined Heat and Power, Commercial Power",All Sources,,7.0,71.0,63.0,1.0
1990,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,3.5,
1991,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,3.5,0.0
1992,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,3.5,0.0
1993,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,3.5,0.0
1994,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,3.5,0.0
1995,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,4.0,3.5,0.0
1996,NM,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.8,7.6,4.1
1997,NM,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.8,7.6,0.0
1998,NM,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.8,7.6,0.0
1999,NM,"Combined Heat and Power, Commercial Power",All Sources,,3.0,8.8,7.6,0.0
2000,NM,"Combined Heat and Power, Commercial Power",All Sources,,3.0,9.0,8.0,0.40000000000000036
2001,NM,"Combined Heat and Power, Commercial Power",All Sources,,3.0,9.0,8.0,0.0
2002,NM,"Combined Heat and Power, Commercial Power",All Sources,,3.0,9.0,8.0,0.0
2003,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,7.0,7.0,-1.0
2004,NM,"Combined Heat and Power, Commercial Power",All Sources,,2.0,7.0,7.0,0.0
