"category"	"company.name"	"heat.rate"	"main.mmbtu"	"net.mwh"	"plant.id"	"plant.name"	"year"
"G"	"Midway Sunset Cogeneration Co "	11.8050285436407	22916370	1941238	"G0358 "	"Midway-Sunset Cogeneration"	2008
"G"	"MMC Energy Inc "	12.7376821651631	18355	1441	"G0357 "	"MMC Mid-Sun  LLC (Dismantled 4/1/2009)"	2008
"G"	"Modesto Irrigation District "	15.2180602370338	279921	18394	"G0336 "	"McClure"	2008
"G"	"Modesto Irrigation District "	11.9080722891566	395348	33200	"G0204 "	"MID Ripon"	2008
"G"	"Modesto Irrigation District "	9.18675798209552	3825660	416432	"G0679 "	"Woodland Generation Station"	2008
"G"	"Napa State Hospital "	19.0877714965784	256616	13444	"G0282 "	"Napa State Hospital - Retired December 2013"	2008
"G"	"Navy Public Works "	NA	1226	0	"G0986 "	"Backup Generation - Navy Regional Data Automation Center"	2008
"G"	"Navy Public Works "	13.0793391945547	368942	28208	"G0388 "	"Naval Hospital Medical Center"	2008
"G"	"New-Indy Ontario LLC "	13.5038899840625	3719660	275451	"G0280 "	"Ontario Linerboard Mill"	2008
"G"	"New-Indy Oxnard LLLC "	11.0589181414675	2145220	193981	"G0677 "	"New-Indy Containerboard Ontario (formerly Oxnard Paper Mill)"	2008
"G"	"Northern California Power Agency "	15.01329394387	10164	677	"G0379 "	"Alameda"	2008
"G"	"Northern California Power Agency "	28.5555555555556	5140	180	"G0380 "	"Lodi"	2008
"G"	"Northern California Power Agency "	8.9998465615846	645199	71690	"G0381 "	"Lodi CC (NCPA STIG)"	2008
"G"	"NRG California South "	11.5195584292698	1826138	158525	"G0147 "	"Contra Costa Power Plant - Retired May 2013"	2008
"G"	"NRG California South "	10.5469999303524	6057353	574320	"G0767 "	"Coolwater Generating Station"	2008
"G"	"NRG California South "	51.7794918330309	57061	1102	"G0195 "	"Ellwood Generating Station"	2008
"G"	"NRG California South "	10.0815914749827	6020797	597207	"G0330 "	"Mandalay Generating Station"	2008
"G"	"NRG California South "	10.656143008016	8344410	783061	"G0421 "	"Ormond Beach Generating Station"	2008
"G"	"NRG California South "	11.1823809420227	6168917	551664	"G0462 "	"Potrero Generating Station - Retired 2/28/2011"	2008
"G"	"NRG Delta LLC "	12.5168845922527	2247682	179572	"G0450 "	"Pittsburg Generating Station"	2008
"G"	"NRG Marsh Landing LLC "	11.7756479275145	10007240	849825	"G0201 "	"Etiwanda Generating Station"	2008
"G"	"NRG Solar Community 1 LLC "	10.4909428704134	22587	2153	"G0527 "	"NRG Energy Inc"	2008
"G"	"Oildale Energy LLC "	9.84645024302717	2902960	294823	"G0409 "	"Oildale"	2008
"G"	"OLS Energy - Agnews Inc "	8.76948289990081	2033380	231870	"G0221 "	"OLS Energy - Agnews Inc."	2008
"G"	"OLS Energy Chino "	8.96254801814067	2067140	230642	"G0404 "	"OLS Energy Chino"	2008
"G"	"Orange County Sanitation District "	11.5698412698413	393606	34020	"G0483 "	"Plant No 1"	2008
"G"	"Oroville Cogeneration LP "	14.0796516374853	155200	11023	"G0424 "	"Oroville Cogeneration LP"	2008
"G"	"Pacific Gas & Electric (PG&E) "	12.8719741549286	6717613	521879	"G0268 "	"Humboldt Bay"	2008
"G"	"Paper-Pak Industries "	NA	0	0	"G0437 "	"Paper-Pak Industries (Shutdown Dec 2008)"	2008
"G"	"Pastoria Energy Facility LLC "	7.02547709670777	34461300	4905190	"G0797 "	"Pastoria Energy Facility L.L.C."	2008
"G"	"PE-Berkeley Inc c/o Olympus Power LLC "	12.4824183530355	2491990	199640	"G0405 "	"PE Berkeley Inc"	2008
"G"	"Plains Exploraton and Production Co "	14.2326933421608	687923	48334	"G0627 "	"Dome Lease Project"	2008
"G"	"Plains Exploraton and Production Co "	10.7663658461624	385339	35791	"G0644 "	"Welport Lease Project"	2008
"G"	"Point Arguello Pipeline Co "	25.8306803843541	532267	20606	"G0453 "	"Point Arguello Pipeline Co.(Gaviota)"	2008
"G"	"Procter & Gamble Paper Products Company "	9.92319548948425	4892830	493070	"G0468 "	"The Procter & Gamble Paper Products Co."	2008
"G"	"Qualcomm Inc "	12.8757737589513	424334	32956	"G0475 "	"Qualcomm Building P Central Plant"	2008
"G"	"Qualcomm Inc "	10.3112946740832	309576	30023	"G0746 "	"Qualcomm Building W Power Plant"	2008
"G"	"Ridgewood Power Management LLC "	12.7595108695652	84519	6624	"G0184 "	"Byron Power Partners LP - Retired December 2010"	2008
"G"	"Ridgewood Power Management LLC "	13.1164772727273	110808	8448	"G0283 "	"JRW Associates LP"	2008
"G"	"Ridgewood Power Management LLC "	NA	0	0	"G0589 "	"Sunnyside Cogeneration Partners LP (Retired December 2008)"	2008
"G"	"Rio Tinto Minerals "	13.7003922720569	4477480	326814	"G0625 "	"U S Borax Inc"	2008
"G"	"Ripon Cogeneration LLC "	9.04783536697386	2708750	299381	"G0564 "	"Ripon Cogeneration Facility"	2008
"G"	"Riverview Energy Center LLC "	10.217043266795	302496	29607	"G0914 "	"Riverview Energy Center"	2008
"G"	"Sacramento Municipal Utility District (SMUD) "	7.04713741551897	27047900	3838140	"G0889 "	"Cosumnes Power Plant"	2008
"G"	"Sacramento Municipal Utility District (SMUD) "	13.6778916544656	28026	2049	"G0335 "	"McClellan"	2008
"G"	"Sacramento Municipal Utility District (SMUD) "	8.10880865616732	8609260	1061717	"G0076 "	"Sacramento Campbell Soup SPA"	2008
"G"	"Sacramento Municipal Utility District (SMUD) "	9.19232424587262	6599620	717949	"G0467 "	"Sacramento SCA"	2008
"G"	"Saddleback Community College "	13.0649888499522	123033	9417	"G1014 "	"Saddleback Community College"	2008
"G"	"Saint Agnes Medical Center "	15.8962909090909	437148	27500	"G0518 "	"Saint Agnes Medical Center"	2008
"G"	"Salinas River Cogeneration Co "	13.2836519784672	3829730	288304	"G0520 "	"Salinas River Cogeneration"	2008
"G"	"San Antonio Community Hospital "	9.55819214984742	181663	19006	"G0522 "	"San Antonio Community Hospital"	2008
"G"	"San Diego Gas & Electric (SDG&E) "	10.9607044944754	131934	12037	"G0910 "	"Cuyamaca Peak Energy Plant (formely CalPeak El Cajon)"	2008
"G"	"San Diego Gas & Electric (SDG&E) "	9.82555843243955	223895	22787	"G1023 "	"Miramar Energy Facility 1 & 2"	2008
"G"	"San Diego Gas & Electric (SDG&E) "	6.95921952333603	24986173	3590370	"G0861 "	"Palomar Energy Center"	2008
"G"	"San Diego State University "	15.1002949377085	936928	62047	"G0511 "	"San Diego State University"	2008
"G"	"San Diego Unified Port District (Dynergy) "	11.5362771553205	11718285	1015777	"G0571 "	"South Bay Power Plant - Retired December 2010"	2008
"G"	"San Diego Union-Tribune Publishing Company "	18.2599870787122	339161	18574	"G0633 "	"Union Tribune Publishing Co"	2008
"G"	"San Joaquin Cogen "	9.78401040913691	67676	6917	"G0529 "	"San Joaquin Cogen"	2008
"G"	"San Jose State University "	18.1359423747477	395291	21796	"G0087 "	"San Jose Cogeneration"	2008
"G"	"Santa Maria Cogeneration Inc "	0	0	0.00999999977648258	"G0056 "	"Santa Maria Cogen Plant (Retired 12/31/2013 per CAISO)"	2008
"G"	"Sargent Canyon Cogeneration Co "	13.7033328923327	3832370	279667	"G0547 "	"Sargent Canyon Cogeneration"	2008
"G"	"Searles Valley Minerals "	17.786889632107	132957	7475	"G0396 "	"Westend Facility"	2008
"G"	"Semitropic Water Storage District "	12.1830985915493	865	71	"G0593 "	"North Generator"	2008
"G"	"Semitropic Water Storage District "	12.5172413793103	363	29	"G0592 "	"South Generator"	2008
"G"	"Sharp Grossmont Hospital "	18.5015980113636	208402	11264	"G0241 "	"Grossmont Hospital"	2008
"G"	"Shell Oil Products US - Equilon Enterprises LLC - Martinez Refinery "	10.3673800108764	7587450	731858	"G0755 "	"Martinez Refinery"	2008
"G"	"Silicon Valley Power "	8.22514195367787	3246225	394671	"G0169 "	"Donald Von Raesfeld Power Plant (DVR)"	2008
"G"	"Silicon Valley Power "	14.311320754717	12136	848	"G0228 "	"Gianera"	2008
"G"	"Silicon Valley Power "	23.3959891771447	1175976	50264	"G0114 "	"Santa Clara Cogen"	2008
"G"	"Solano County "	9.9030959752322	95961	9690	"G0159 "	"Solano County Cogeneration Plant"	2008
"G"	"Solar Turbines Incorporated "	0	0	4132.58984375	"G0991 "	"Solar Turbines Inc. - Harbor Drive Plant (Testing Only)"	2008
"G"	"Solar Turbines Incorporated "	0	0	558.599975585938	"G0990 "	"Solar Turbines Inc. - Kearny Mesa Plant (Testing Only)"	2008
"G"	"Southern California Edison (SCE) "	12.0592341865877	57004	4727	"G9111 "	"Barre Peaker"	2008
"G"	"Southern California Edison (SCE) "	10.5865874363328	49884	4712	"G9222 "	"Center Peaker"	2008
"G"	"Southern California Edison (SCE) "	12.1048628090193	44558	3681	"G9333 "	"Etiwanda Peaker"	2008
"G"	"Southern California Edison (SCE) "	11.992361267131	53378	4451	"G9444 "	"Mira Loma Peaker"	2008
"G"	"Southern California Edison (SCE) "	7.14089937680271	47781900	6691300	"G0795 "	"Mountainview Generating Station"	2008
"G"	"Southern California Edison (SCE) "	10.1613293248807	310957	30602	"G0014 "	"Pebbly Beach"	2008
"G"	"Sunrise Power Company LLC "	7.26638220579049	26194930	3604948	"G0784 "	"Sunrise Power"	2008
"G"	"Sycamore Cogeneration Co "	12.398446179922	25990280	2096253	"G0590 "	"Sycamore Cogeneration Co"	2008
"G"	"Techni-Cast Corporation "	10.823192291695	65854.796875	6084.60009765625	"G0621 "	"Techni-Cast"	2008
"G"	"Termoelectrica de Mexicali S de RL de CV "	6.21198986798927	25725900	4141330	"G9786 "	"Termoelectrica de Mexicali (TDM  Mexicali  Mexico)"	2008
"G"	"Tesoro LA Refinery - Carson Operations (formerly BP) "	0	0	24878	"G0034 "	"Tesoro LAR Carson (formerly ARCO)"	2008
"G"	"Tesoro Refining and Marketing Company "	13.8695855189087	6356542	458308	"G0776 "	"Los Angeles Refinery (Tesoro)"	2008
"G"	"THUMS Long Beach Company "	10.1230384316955	3835680	378906	"G0925 "	"THUMS"	2008
"G"	"Turlock Irrigation Distict "	11.0742115626715	686136	61958	"G0016 "	"Almond Power Plant"	2008
"G"	"Turlock Irrigation Distict "	19.0979020979021	16386	858	"G0662 "	"Walnut"	2008
"G"	"Turlock Irrigation Distict "	7.82161148014807	12340000	1577680	"G0900 "	"Walnut Energy Center"	2008
"G"	"U S Trust Co of California "	8.83978398225875	2060810	233129	"G0403 "	"CI Power Cogeneration Plant (OLS Camarillo)"	2008
"G"	"UC Santa Cruz "	11.6512054973047	196684	16881	"G0541 "	"UC Santa Cruz Cogeneration"	2008
"G"	"UCLA "	15.4181454490724	3175660	205969	"G0763 "	"UCLA Energy Systems Facility"	2008
"G"	"United Cogen Inc "	10.3589486020425	1856220	179190	"G0636 "	"United Cogen Inc (SFO) - Retired 3/31/2012"	2008
"G"	"United States Post Office - San Diego "	10.172679367653	75288	7401	"G9879 "	"USPS Rancho Carmel San Diego"	2008
"G"	"United Technologies Corporation "	9.12507860458152	304732	33395	"G0281 "	"UTC Aerospace Systems Cogeneration Plant"	2008
"G"	"University of California Irvine "	7.72015922607845	820375	106264	"G1019 "	"Central Plant (UC Irvine)"	2008
"G"	"University of California San Diego "	11.7245448938936	2642560	225387	"G0640 "	"University of California San Diego Cogeneration Facility"	2008
"G"	"University of San Francisco "	11.926467811969	126349	10594	"G0641 "	"Univ of San Francisco Cogen"	2008
"G"	"Valero Refining Company - California "	9.64372707976646	3571130	370306	"G0902 "	"Valero Cogeneration Unit #1"	2008
"G"	"Veterans Administration Healthcare System San Diego "	11.0372628726287	276947	25092	"G0646 "	"VA San Diego Cogeneration Plant (VA Hospital)"	2008
"G"	"Vintage Petroleum Inc "	9.93088071348941	178160	17940	"G0658 "	"Centaur Generator Facility (Shut Down 8/1/08)"	2008
"G"	"Watson Cogeneration Company (Tesoro Refining & Marketing) "	8.51235165959941	25681450	3016963	"G0035 "	"Watson Cogeneration Co"	2008
"G"	"Wellhead Power Panoche LLC/Gates LLC "	12.3053852889667	56211	4568	"G0906 "	"Wellhead Power Gates  LLC"	2008
"G"	"Wellhead Power Panoche LLC/Gates LLC "	13.7161703731625	36389	2653	"G0905 "	"Wellhead Power Panoche  LLC"	2008
"G"	"Western Power and Steam "	9.07068955653448	2061160	227233	"G0173 "	"Western Power and Steam  Inc. (DAI Oildale)"	2008
"G"	"Wheelabrator Technologies Inc "	9.70646070222418	485721	50041	"G0563 "	"Wheelabrator Lassen (Retired 5/2013)"	2008
"G"	"Wheelabrator Technologies Inc "	10.4577159572563	875886	83755	"G0673 "	"Wheelabrator Norwalk Energy"	2008
"G"	"Wolfskill Energy Center LLC "	10.2075500889611	263906	25854	"G0913 "	"Wolfskill Energy Center"	2008
"G"	"Yuba City Energy Center LLC "	10.0510538775277	352400	35061	"G0919 "	"Yuba City Energy Center"	2008
"H"	"Calaveras County Water District "	0	0	8235	"H0073 "	"Hogan"	2008
"H"	"California Department of Water Resources "	0	0	64332	"H0058 "	"Alamo"	2008
"H"	"California Department of Water Resources "	0	0	678495	"H0137 "	"Devil Canyon"	2008
"H"	"California Department of Water Resources "	0	0	966183	"H0164 "	"Edward C Hyatt"	2008
"H"	"California Department of Water Resources "	0	0	42841	"H0337 "	"Mojave Siphon"	2008
"H"	"California Department of Water Resources "	0	0	144449	"H0510 "	"Thermalito (Unit 1 HY Unit 2-3-4 PS)"	2008
"H"	"California Department of Water Resources "	NA	0	0	"H0511 "	"Thermalito Diversion Dam"	2008
"H"	"California Department of Water Resources "	0	0	45999	"H0452 "	"W R Gianelli"	2008
"H"	"California Department of Water Resources "	0	0	314528	"H0567 "	"William E. Warne"	2008
"H"	"Calleguas Municipal Water District "	0	0	7009	"H0078 "	"East Portal Generator"	2008
"H"	"Calleguas Municipal Water District "	0	0	2342	"H0076 "	"Springville Reservoir"	2008
"H"	"City of Escondido "	0	0	5545	"H0021 "	"Bear Valley"	2008
"H"	"City of Pasadena "	0	0	2053	"H0014 "	"Azusa"	2008
"H"	"City of Redding Electric Utility "	0	0	17593	"H0564 "	"Whiskeytown"	2008
"H"	"City of Ukiah "	0	0	8913	"H0283 "	"Lake Mendocino"	2008
"H"	"Desert Water Agency "	0	0	546	"H0136 "	"Whitewater Hydroelectric Plant"	2008
"H"	"East Bay Municipal Utility District (EBMUD) "	0	0	8544	"H0080 "	"Camanche"	2008
"H"	"East Bay Municipal Utility District (EBMUD) "	0	0	37963	"H0380 "	"Pardee"	2008
"H"	"El Dorado Hydro "	0	0	6296	"H0168 "	"Montgomery Creek Hydro"	2008
"H"	"El Dorado Irrigation District "	0	0	60255	"H0167 "	"El Dorado"	2008
"H"	"Friant Power Authority "	0	0	49486	"H0198 "	"Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K)"	2008
"H"	"Humboldt Bay Municipal Water District "	0	0	4904	"H0241 "	"Gosselin Hydroelectric Plant"	2008
"H"	"Hydrodynamics "	0	0	12574	"H0323 "	"Bidwell Ditch"	2008
"H"	"Hydrodynamics "	0	0	14277	"H0321 "	"Hatchet Creek Project"	2008
"H"	"Hydrodynamics "	0	0	5274	"H0322 "	"Roaring Creek"	2008
"H"	"Hypower Inc "	0	0	27687	"H0192 "	"Forks of Butte Hydro Project"	2008
"H"	"Imperial Irrigation District "	0	0	13972	"H0147 "	"Drop 1"	2008
"H"	"Imperial Irrigation District "	0	0	49641	"H0149 "	"Drop 2"	2008
"H"	"Imperial Irrigation District "	0	0	48566	"H0150 "	"Drop 3"	2008
"H"	"Imperial Irrigation District "	0	0	106646	"H0151 "	"Drop 4"	2008
"H"	"Imperial Irrigation District "	0	0	14356	"H0152 "	"Drop 5"	2008
"H"	"Imperial Irrigation District "	0	0	1095	"H0160 "	"East Highline"	2008
"H"	"Imperial Irrigation District "	0	0	27607	"H0385 "	"Pilot Knob"	2008
"H"	"Isabella Partners "	0	0	16688	"H0094 "	"Isabella"	2008
"H"	"Kaweah River Power Authority "	0	0	30816	"H0262 "	"Terminus Hydroelectric Project"	2008
"H"	"Kings River Conservation District "	0	0	245606.109375	"H0387 "	"Pine Flat"	2008
"H"	"Los Angeles County Flood Control District "	0	0	13199	"H0442 "	"San Gabriel Hydroelectric Project"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	13728	"H0040 "	"Big Pine"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	323153	"H0090 "	"Castaic (Pumped Storage)"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	68607	"H0110 "	"Control Gorge"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	7789	"H0116 "	"Cottonwood"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	6194	"H0142 "	"Division Creek"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	16001	"H0189 "	"Foothill"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	5908	"H0193 "	"Franklin"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	8267	"H0216 "	"Haiwee"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	69943	"H0328 "	"Middle Gorge"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	6194	"H0394 "	"Pleasant Valley"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	11738	"H0438 "	"San Fernando"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	94694	"H0441 "	"San Francisquito 1"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	36473	"H0440 "	"San Francisquito 2"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	1419	"H0467 "	"Sawtelle"	2008
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	67289	"H0536 "	"Upper Gorge"	2008
"H"	"Lower Tule River & Pixley Irrigation District "	0	0	314	"H0503 "	"Success Power Project"	2008
"H"	"Madera-Chowchilla Water Power Authority "	0	0	6650	"H0310 "	"Madera Canal (Station 980  1174  1302  1923)"	2008
"H"	"Malacha Hydro Ltd Partnership "	0	0	42392	"H0311 "	"Muck Valley Hydroelectric"	2008
"H"	"Merced Irrigation District "	0	0	162331	"H0175 "	"Exchequer"	2008
"H"	"Merced Irrigation District "	0	0	20250	"H0316 "	"McSwain"	2008
"H"	"Merced Irrigation District "	0	0	4580	"H0325 "	"Merced ID (Parker)"	2008
"H"	"Metropolitan Water District "	0	0	15984	"H0114 "	"Corona"	2008
"H"	"Metropolitan Water District "	0	0	16361	"H0119 "	"Coyote Creek"	2008
"H"	"Metropolitan Water District "	0	0	30177	"H0611 "	"Diamond Valley Lake"	2008
"H"	"Metropolitan Water District "	0	0	61039	"H0174 "	"Etiwanda"	2008
"H"	"Metropolitan Water District "	0	0	60103	"H0188 "	"Foothill Feeder"	2008
"H"	"Metropolitan Water District "	0	0	10	"H0211 "	"Greg Avenue"	2008
"H"	"Metropolitan Water District "	0	0	32786	"H0282 "	"Lake Mathews"	2008
"H"	"Metropolitan Water District "	0	0	13103	"H0382 "	"Perris"	2008
"H"	"Metropolitan Water District "	0	0	20981	"H0408 "	"Red Mountain"	2008
"H"	"Metropolitan Water District "	0	0	6153	"H0412 "	"Rio Hondo"	2008
"H"	"Metropolitan Water District "	0	0	23670	"H0437 "	"San Dimas Hydro Recovery Plant"	2008
"H"	"Metropolitan Water District "	0	0	7945	"H0472 "	"Sepulveda Canyon"	2008
"H"	"Metropolitan Water District "	0	0	16451	"H0509 "	"Temescal"	2008
"H"	"Metropolitan Water District "	NA	0	0	"H0539 "	"Valley View"	2008
"H"	"Metropolitan Water District "	0	0	0.119999997317791	"H0541 "	"Venice"	2008
"H"	"Metropolitan Water District "	0	0	30212	"H0577 "	"Yorba Linda"	2008
"H"	"Monterey County Water Resources Agency "	0	0	14452	"H0341 "	"Nacimiento Hydro Project"	2008
"H"	"Nelson Creek Power Inc "	0	0	2444	"H0349 "	"Nelson Creek"	2008
"H"	"Nevada Irrigation District "	0	0	7985	"H0351 "	"Bowman"	2008
"H"	"Nevada Irrigation District "	0	0	94684	"H0095 "	"Chicago Park"	2008
"H"	"Nevada Irrigation District "	0	0	3256	"H0054 "	"Combie South (3 @ 500kW = 1.5MW)"	2008
"H"	"Nevada Irrigation District "	0	0	75769	"H0157 "	"Dutch Flat 2"	2008
"H"	"Nevada Irrigation District "	0	0	57824	"H0424 "	"Rollins"	2008
"H"	"Norman Ross Burgess "	0	0	6216	"H0512 "	"Three Forks Water Power Project"	2008
"H"	"Northbrook Power Management LLC "	0	0	514	"H0427 "	"Kanaka"	2008
"H"	"Northbrook Power Management LLC "	0	0	5800	"H0428 "	"Kekawaka"	2008
"H"	"Northbrook Power Management LLC "	0	0	5295	"H0226 "	"Lower Haypress Hydroelectric"	2008
"H"	"Northbrook Power Management LLC "	0	0	5540	"H0623 "	"Middle Haypress Hydroelectric"	2008
"H"	"Northern California Power Agency "	0	0	277366	"H0107 "	"Collierville"	2008
"H"	"Northern California Power Agency "	0	0	1990	"H0209 "	"Graeagle"	2008
"H"	"Northern California Power Agency "	0	0	12394	"H0356 "	"Spicer"	2008
"H"	"Olcese Water District "	0	0	31915	"H0367 "	"Rio Bravo Hydroelectric"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	3563	"H0005 "	"Alta"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	109784	"H0019 "	"Balch #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	371030	"H0020 "	"Balch #2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	202814	"H0023 "	"Belden"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	120515	"H0052 "	"Bucks Creek"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	92177	"H0057 "	"Butt Valley"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	75045	"H0087 "	"Caribou #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	310385	"H0088 "	"Caribou #2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	7525	"H0092 "	"Centerville"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	17591	"H0096 "	"Chili Bar"	2008
"H"	"Pacific Gas & Electric (PG&E) "	NA	0	0	"H0104 "	"Coal Canyon"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	55236	"H0106 "	"Coleman"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	5566	"H0118 "	"Cow Creek"	2008
"H"	"Pacific Gas & Electric (PG&E) "	NA	0	0	"H0120 "	"Crane Valley"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	195218	"H0121 "	"Cresta"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	64124	"H0130 "	"De Sabla"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	20918	"H0133 "	"Deer Creek"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	61223	"H0154 "	"Drum #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	256106	"H0155 "	"Drum #2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	66554	"H0156 "	"Dutch Flat #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	296008	"H0171 "	"Electra"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	349802	"H0215 "	"Haas"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	46351	"H0217 "	"Halsey"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	7670	"H0218 "	"Hamilton Branch"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	33010	"H0221 "	"Hat Creek #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	46029	"H0222 "	"Hat Creek #2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	-227330	"H0229 "	"Helms (Pumped Storage)"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	36029	"H0244 "	"Inskip"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	461596	"H0250 "	"James B Black"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	20171	"H0265 "	"Kerckhoff PH 1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	312022	"H0266 "	"Kerckhoff PH 2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	36680	"H0267 "	"Kern Canyon"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	12877	"H0271 "	"Kilarc"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	138354	"H0272 "	"Kings River"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	4809	"H0287 "	"Lime Saddle"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	8926	"H0324 "	"Merced Falls"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	41813	"H0348 "	"Narrows 1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	17731	"H0357 "	"Newcastle"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	4868	"H0364 "	"Oak Flat"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	10412	"H0383 "	"Phoenix"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	236678	"H0388 "	"Pit #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	316152	"H0389 "	"Pit #3"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	433948	"H0390 "	"Pit #4"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	753397	"H0391 "	"Pit #5"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	268978	"H0392 "	"Pit #6"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	397337	"H0393 "	"Pit #7"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	375174	"H0395 "	"Poe"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	23083	"H0401 "	"Potter Valley"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	248220	"H0417 "	"Rock Creek"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	134633	"H0431 "	"Salt Springs"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	6337	"H0449 "	"San Joaquin #2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	9175	"H0450 "	"San Joaquin #3"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	43113	"H0486 "	"South"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	21279	"H0490 "	"Spaulding #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	12158	"H0491 "	"Spaulding #2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	26285	"H0492 "	"Spaulding #3"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	33866	"H0495 "	"Spring Gap"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	331662	"H0498 "	"Stanislaus"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	230040	"H0516 "	"Tiger Creek"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	3483	"H0518 "	"Toadtown"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	20369	"H0523 "	"Tule"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	36727	"H0545 "	"Volta #1"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	3755	"H0546 "	"Volta #2"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	63794	"H0558 "	"West Point"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	83102	"H0569 "	"Wise"	2008
"H"	"Pacific Gas & Electric (PG&E) "	0	0	48760	"H0570 "	"Wishon Powerhouse"	2008
