"Plant.Name"	"plant.id"	"plant_code"	"RPS.ID"	"ARB.ID"	"Unit"	"Start.Date"	"Retired.Unit"	"Retire.Date"	"CA.ISO.Resource.ID"	"CA.ISO.Generating.Unit.Name"	"Company.Owner.Name"	"City"	"County"	"State"
"Deer Creek"	"H0133"	233	""	NA	"1"	"5/1/1908"	FALSE	""	"DEERCR_6_UNIT 1"	"DEER CREEK"	"Pacific Gas & Electric (PG&E)"	"Nevada City"	"Nevada"	"CA"
"Whitewater Hydroelectric Plant"	"H0136"	10162	""	NA	"WWH1"	"3/1/1986"	FALSE	""	"DEVERS_1_QF"	"DEVERS AREA LUMPED UNITS"	"Desert Water Agency"	"Whitewater"	"Riverside"	"CA"
"Devil Canyon"	"H0137"	436	""	NA	"1"	"12/1/1972"	FALSE	""	"DVLCYN_1_UNIT 1"	"Devil Canyon Unit 1"	"California Department of Water Resources"	"San Bernardino"	"San Bernardino"	"CA"
"Devil Canyon"	"H0137"	436	""	NA	"2"	"7/1/1976"	FALSE	""	"DVLCYN_1_UNIT 2"	"Devil Canyon Unit 2"	"California Department of Water Resources"	"San Bernardino"	"San Bernardino"	"CA"
"Devil Canyon"	"H0137"	436	""	NA	"3"	"7/1/1992"	FALSE	""	"DVLCYN_1_UNIT 3"	"Devil Canyon Unit 3"	"California Department of Water Resources"	"San Bernardino"	"San Bernardino"	"CA"
"Devil Canyon"	"H0137"	436	""	NA	"4"	"7/1/1992"	FALSE	""	"DVLCYN_1_UNIT 4"	"Devil Canyon Unit 4"	"California Department of Water Resources"	"San Bernardino"	"San Bernardino"	"CA"
"Dion R Holm"	"H0141"	380	""	NA	"UNIT 1"	"8/1/1960"	FALSE	""	"INTKEP_2_HOLM 1"	"Holm Unit 1"	"SF Public Utilities Commisson"	"Groveland"	"Tuolumne"	"CA"
"Dion R Holm"	"H0141"	380	""	NA	"UNIT 2"	"8/1/1960"	FALSE	""	"INTKEP_2_HOLM 2"	"Holm Unit 2"	"SF Public Utilities Commisson"	"Groveland"	"Tuolumne"	"CA"
"Division Creek"	"H0142"	395	""	NA	"1"	"3/1/1909"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Independence"	"Inyo"	"CA"
"Don Pedro"	"H0144"	439	""	NA	"6710281"	"5/1/1971"	FALSE	""	""	""	"Turlock Irrigation Distict"	"Unincorporated"	"Tuolumne"	"CA"
"Don Pedro"	"H0144"	439	""	NA	"6710282"	"5/1/1971"	FALSE	""	""	""	"Turlock Irrigation Distict"	"Unincorporated"	"Tuolumne"	"CA"
"Don Pedro"	"H0144"	439	""	NA	"6710283"	"5/1/1971"	FALSE	""	""	""	"Turlock Irrigation Distict"	"Unincorporated"	"Tuolumne"	"CA"
"Don Pedro"	"H0144"	439	""	NA	"8513242"	"4/1/1989"	FALSE	""	""	""	"Turlock Irrigation Distict"	"Unincorporated"	"Tuolumne"	"CA"
"Donnells"	"H0145"	415	""	NA	"1"	"7/1/1956"	FALSE	""	"DONNLS_7_UNIT"	"Donnells Hydro"	"Tri-Dam Project & Tri-Dam Power Authority"	"Pinecrest"	"Tuolumne"	"CA"
"Double Weir"	"H0146"	6367	""	NA	"UNIT 1"	"6/1/1960"	FALSE	""	""	""	"Imperial Irrigation District"	"Calexico"	"Imperial"	"CA"
"Double Weir"	"H0146"	6367	""	NA	"UNIT 2"	"6/1/1960"	FALSE	""	""	""	"Imperial Irrigation District"	"Calexico"	"Imperial"	"CA"
"Drop 1"	"H0147"	585	""	NA	"UNIT 1"	"11/16/1984"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 1"	"H0147"	585	""	NA	"UNIT 2"	"10/23/1984"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 1"	"H0147"	585	""	NA	"UNIT 3"	"10/19/1984"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 2"	"H0149"	385	""	NA	"UNIT 1"	"12/5/1953"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 2"	"H0149"	385	""	NA	"UNIT 2"	"12/30/1953"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 3"	"H0150"	386	""	NA	"UNIT 1"	"2/20/1941"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 3"	"H0150"	386	""	NA	"UNIT 2"	"11/23/1966"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 4"	"H0151"	387	""	NA	"UNIT 1"	"8/9/1950"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 4"	"H0151"	387	""	NA	"UNIT 2"	"2/25/1941"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 5"	"H0152"	314	""	NA	"UNIT 1"	"3/1/1982"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drop 5"	"H0152"	314	""	NA	"UNIT 2"	"3/9/1982"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Drum #1"	"H0154"	235	""	NA	"Unit 563"	"11/26/1913"	FALSE	""	"DRUM_7_UNIT 1"	"Drum PH 1 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Alta"	"Placer"	"CA"
"Drum #1"	"H0154"	235	""	NA	"Unit 564"	"11/26/1913"	FALSE	""	"DRUM_7_UNIT 2"	"Drum PH 1 Unit 2"	"Pacific Gas & Electric (PG&E)"	"Alta"	"Placer"	"CA"
"Drum #1"	"H0154"	235	""	NA	"Unit 565"	"11/26/1913"	FALSE	""	"DRUM_7_UNIT 3"	"Drum PH 1 Unit 3"	"Pacific Gas & Electric (PG&E)"	"Alta"	"Placer"	"CA"
"Drum #1"	"H0154"	235	""	NA	"Unit 566"	"11/26/1913"	FALSE	""	"DRUM_7_UNIT 4"	"Drum PH 1 Unit 4"	"Pacific Gas & Electric (PG&E)"	"Alta"	"Placer"	"CA"
"Drum #2"	"H0155"	236	""	NA	"Unit 567"	"12/18/1965"	FALSE	""	"DRUM_7_UNIT 5"	"Drum PH 2 Unit 5"	"Pacific Gas & Electric (PG&E)"	"Alta"	"Placer"	"CA"
"Dutch Flat #1"	"H0156"	237	""	NA	"Unit 568"	"3/29/1943"	FALSE	""	"DUTCH1_7_UNIT 1"	"Dutch Flat PH 1 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Alta"	"Placer"	"CA"
"Dutch Flat 2"	"H0157"	413	""	NA	"UNIT 1"	"11/1/1965"	FALSE	""	"DUTCH2_7_UNIT 1"	"Dutch Flat PH 2 Unit 1"	"Nevada Irrigation District"	"Dutch Flat"	"Nevada"	"CA"
"East Highline"	"H0160"	586	""	NA	"UNIT 1"	"9/12/1984"	FALSE	""	""	""	"Imperial Irrigation District"	"Holtville"	"Imperial"	"CA"
"Eastwood (Pumped Storage)"	"H0161"	104	""	NA	"UNIT 1"	"1/1/1988"	FALSE	""	"EASTWD_7_UNIT"	"EASTWOOD PUMP-GEN"	"Southern California Edison (SCE)"	"Shaver Lake"	"Fresno"	"CA"
"Edward C Hyatt"	"H0164"	437	""	NA	"1"	"3/1/1968"	FALSE	""	"HYATT_2_UNIT 1"	"Edward Hyatt Gen Unit 1"	"California Department of Water Resources"	"Oroville"	"Butte"	"CA"
"Edward C Hyatt"	"H0164"	437	""	NA	"2"	"11/1/1968"	FALSE	""	"HYATT_2_UNIT 2"	"Edward Hyatt P-G Unit 2"	"California Department of Water Resources"	"Oroville"	"Butte"	"CA"
"Edward C Hyatt"	"H0164"	437	""	NA	"3"	"6/1/1968"	FALSE	""	"HYATT_2_UNIT 3"	"Edward Hyatt Gen Unit 3"	"California Department of Water Resources"	"Oroville"	"Butte"	"CA"
"Edward C Hyatt"	"H0164"	437	""	NA	"4"	"12/1/1968"	FALSE	""	"HYATT_2_UNIT 4"	"Edward Hyatt P-G Unit 4"	"California Department of Water Resources"	"Oroville"	"Butte"	"CA"
"Edward C Hyatt"	"H0164"	437	""	NA	"5"	"8/1/1968"	FALSE	""	"HYATT_2_UNIT 5"	"Edward Hyatt Gen Unit 5"	"California Department of Water Resources"	"Oroville"	"Butte"	"CA"
"Edward C Hyatt"	"H0164"	437	""	NA	"6"	"2/1/1969"	FALSE	""	"HYATT_2_UNIT 6"	"Edward Hyatt P-G Unit 6"	"California Department of Water Resources"	"Oroville"	"Butte"	"CA"
"El Dorado"	"H0167"	238	""	NA	"1"	"1/26/1924"	FALSE	""	"ELDORO_7_UNIT 1"	"EL DORADO POWERHOUSE UNIT 1"	"El Dorado Irrigation District"	"Pollock Pines"	"El Dorado"	"CA"
"El Dorado"	"H0167"	238	""	NA	"2"	"1/26/1924"	FALSE	""	"ELDORO_7_UNIT 2"	"EL DORADO POWERHOUSE UNIT 2"	"El Dorado Irrigation District"	"Pollock Pines"	"El Dorado"	"CA"
"Montgomery Creek Hydro"	"H0168"	55009	""	NA	"1"	"1/1/1987"	FALSE	""	""	""	"El Dorado Hydro"	"Montgomery Creek"	"Shasta"	"CA"
"Electra"	"H0171"	239	""	NA	"Unit 575"	"6/29/1948"	FALSE	""	"ELECTR_7_UNIT 1"	"Electra Unit 1"	"Pacific Gas & Electric (PG&E)"	"Jackson"	"Amador"	"CA"
"Electra"	"H0171"	239	""	NA	"Unit 576"	"6/29/1948"	FALSE	""	"ELECTR_7_UNIT 2"	"Electra Unit 2"	"Pacific Gas & Electric (PG&E)"	"Jackson"	"Amador"	"CA"
"Electra"	"H0171"	239	""	NA	"Unit 577"	"6/29/1948"	FALSE	""	"ELECTR_7_UNIT 3"	"Electra Unit 3"	"Pacific Gas & Electric (PG&E)"	"Jackson"	"Amador"	"CA"
"Etiwanda"	"H0174"	745	""	NA	"1"	"7/1/1994"	FALSE	""	"ETIWND_6_MWDETI"	"ETIWANDA HYDRO RECOVERY PLANT"	"Metropolitan Water District"	"Rancho Cucamonga"	"San Bernardino"	"CA"
"Exchequer"	"H0175"	409	""	NA	"EXC-1"	"1/1/1967"	FALSE	""	"EXCHEC_7_UNIT 1"	"Exchequer"	"Merced Irrigation District"	"Unincorporated"	"Mariposa"	"CA"
"Fall Creek"	"H0177"	296	""	NA	"1"	"9/1/1903"	FALSE	""	""	""	"PacifiCorp"	"Hornbrook"	"Siskiyou"	"CA"
"Fall Creek"	"H0177"	296	""	NA	"2"	"8/1/1907"	FALSE	""	""	""	"PacifiCorp"	"Hornbrook"	"Siskiyou"	"CA"
"Fall Creek"	"H0177"	296	""	NA	"3"	"1/1/1910"	FALSE	""	""	""	"PacifiCorp"	"Hornbrook"	"Siskiyou"	"CA"
"Farad (Non-operational since 1997)"	"H0178"	6512	""	NA	"1"	"1/1/1933"	TRUE	"12/31/2002"	""	""	"Sierra Pacific Resources"	"Floriston"	"Nevada"	"CA"
"Farad (Non-operational since 1997)"	"H0178"	6512	""	NA	"2"	"1/1/1933"	TRUE	"12/31/2002"	""	""	"Sierra Pacific Resources"	"Floriston"	"Nevada"	"CA"
"Folsom"	"H0186"	441	""	NA	"1"	"6/1/1955"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Folsom"	"Sacramento"	"CA"
"Folsom"	"H0186"	441	""	NA	"2"	"10/1/1955"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Folsom"	"Sacramento"	"CA"
"Folsom"	"H0186"	441	""	NA	"3"	"5/1/1955"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Folsom"	"Sacramento"	"CA"
"Fontana"	"H0187"	332	""	NA	"1"	"12/1/1917"	FALSE	""	"ETIWND_2_FONTNA"	"FONTANA/LYTLE CREEK HYDRO (AGGREGATE)"	"Southern California Edison (SCE)"	"Fontana"	"San Bernardino"	"CA"
"Foothill Feeder"	"H0188"	6645	""	NA	"1"	"4/1/1981"	FALSE	""	"SAUGUS_6_MWDFTH"	"FOOTHILL HYDROELECTRIC RECOVERY PLANT"	"Metropolitan Water District"	"Castaic"	"Los Angeles"	"CA"
"Foothill Feeder"	"H0188"	6645	""	NA	"2"	"4/1/1981"	FALSE	""	"SAUGUS_6_MWDFTH"	"FOOTHILL HYDROELECTRIC RECOVERY PLANT"	"Metropolitan Water District"	"Castaic"	"Los Angeles"	"CA"
"Foothill"	"H0189"	396	""	NA	"Unit 1"	"10/6/1971"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Sylmar"	"Los Angeles"	"CA"
"Forbestown"	"H0191"	417	""	NA	"1"	"10/1/1963"	FALSE	""	"FORBST_7_UNIT 1"	"Forbestown PH"	"South Feather Water and Power"	"Feather Falls"	"Butte"	"CA"
"Forks of Butte Hydro Project"	"H0192"	50350	""	NA	"GEN 1"	"3/1/1992"	FALSE	""	"FORKBU_6_UNIT"	"HYPOWER, INC. (a/k/a Forks of Butte)"	"Hypower Inc"	"Magalia"	"Butte"	"CA"
"Franklin"	"H0193"	397	""	NA	"Unit 1"	"6/3/1921"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Beverly Hillls"	"Los Angeles"	"CA"
"French Meadows"	"H0195"	424	""	NA	"911"	"10/1/1966"	FALSE	""	"FMEADO_7_UNIT"	"French Meadows PH"	"Placer County Water Agency"	"Foresthill"	"Placer"	"CA"
"Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K)"	"H0198"	50393	""	NA	"FR1"	"1/1/1986"	FALSE	""	"FRIANT_6_UNITS"	""	"Friant Power Authority"	"Terra Bella"	"Madera"	"CA"
"Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K)"	"H0198"	50393	""	NA	"M1"	"1/1/1986"	FALSE	""	"FRIANT_6_UNITS"	""	"Friant Power Authority"	"Terra Bella"	"Madera"	"CA"
"Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K)"	"H0198"	50393	""	NA	"RO1"	"1/1/1986"	FALSE	""	"FRIANT_6_UNITS"	""	"Friant Power Authority"	"Terra Bella"	"Madera"	"CA"
"Graeagle"	"H0209"	3247	""	NA	"1"	"12/28/1981"	FALSE	""	""	""	"Northern California Power Agency"	"Blairsden-Graeagle"	"Plumas"	"CA"
"Greg Avenue"	"H0211"	6643	""	NA	"1"	"9/1/1979"	FALSE	""	""	""	"Metropolitan Water District"	"Sun Valley"	"Los Angeles"	"CA"
"Grizzly"	"H0213"	7338	""	NA	"1"	"11/1/1993"	FALSE	""	"GRIZLY_1_UNIT 1"	"Grizzly PH"	"Silicon Valley Power"	"Quincy"	"Plumas"	"CA"
"Haas"	"H0215"	240	""	NA	"Unit 591"	"12/23/1958"	FALSE	""	"HAASPH_7_UNIT 1"	"Haas PH Unit 1"	"Pacific Gas & Electric (PG&E)"	"Balch Camp"	"Fresno"	"CA"
"Haas"	"H0215"	240	""	NA	"Unit 592"	"12/23/1958"	FALSE	""	"HAASPH_7_UNIT 2"	"Haas PH Unit 2"	"Pacific Gas & Electric (PG&E)"	"Balch Camp"	"Fresno"	"CA"
"Haiwee"	"H0216"	398	""	NA	"Unit 1"	"7/1/1927"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Olancha"	"Inyo"	"CA"
"Haiwee"	"H0216"	398	""	NA	"Unit 2"	"7/1/1927"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Olancha"	"Inyo"	"CA"
"Halsey"	"H0217"	241	""	NA	"Unit 569"	"12/6/1916"	FALSE	""	"HALSEY_6_UNIT"	"Halsey PH"	"Pacific Gas & Electric (PG&E)"	"Auburn"	"Placer"	"CA"
"Hamilton Branch"	"H0218"	242	""	NA	"1"	"8/1/1921"	FALSE	""	"HMLTBR_6_UNIT 1"	""	"Pacific Gas & Electric (PG&E)"	"Pennisula Village"	"Plumas"	"CA"
"Hamilton Branch"	"H0218"	242	""	NA	"2"	"8/1/1921"	FALSE	""	"HMLTBR_6_UNIT 2"	""	"Pacific Gas & Electric (PG&E)"	"Pennisula Village"	"Plumas"	"CA"
"Hat Creek #1"	"H0221"	243	""	NA	"1"	"8/1/1921"	FALSE	""	"HATCR1_7_UNIT"	"HAT CREEK 1"	"Pacific Gas & Electric (PG&E)"	"Burney"	"Shasta"	"CA"
"Hat Creek #2"	"H0222"	244	""	NA	"1"	"9/1/1921"	FALSE	""	"HATCR1_7_UNIT"	"HAT CREEK 1"	"Pacific Gas & Electric (PG&E)"	"Burney"	"Shasta"	"CA"
"Lower Haypress Hydroelectric"	"H0226"	10253	""	NA	"L GEN"	"1/1/1989"	FALSE	""	"HAYPRS_6_QFUNTS"	"HAYPRESS HYDROELECTRIC (Aggregate)"	"Northbrook Power Management LLC"	"Sierra City"	"Sierra"	"CA"
"Hell Hole"	"H0228"	763	""	NA	"1"	"7/1/1983"	FALSE	""	"FMEADO_6_HELLHL"	"Hell Hole Powerhouse"	"Placer County Water Agency"	"Foresthill"	"Placer"	"CA"
"Helms (Pumped Storage)"	"H0229"	6100	""	NA	"Unit 936"	"6/30/1984"	FALSE	""	"HELMPG_7_UNIT 1"	"Helms PGP Unit 1"	"Pacific Gas & Electric (PG&E)"	"Shaver Lake"	"Fresno"	"CA"
"Helms (Pumped Storage)"	"H0229"	6100	""	NA	"Unit 937"	"6/30/1984"	FALSE	""	"HELMPG_7_UNIT 2"	"Helms PGP Unit 2"	"Pacific Gas & Electric (PG&E)"	"Shaver Lake"	"Fresno"	"CA"
"Helms (Pumped Storage)"	"H0229"	6100	""	NA	"Unit 938"	"6/30/1984"	FALSE	""	"HELMPG_7_UNIT 3"	"Helms PGP Unit 3"	"Pacific Gas & Electric (PG&E)"	"Shaver Lake"	"Fresno"	"CA"
"Hickman"	"H0234"	162	""	NA	"1"	"9/1/1979"	FALSE	""	""	""	"Turlock Irrigation Distict"	"Hickman"	"Stanislaus"	"CA"
"Hickman"	"H0234"	162	""	NA	"2"	"9/1/1979"	FALSE	""	""	""	"Turlock Irrigation Distict"	"Hickman"	"Stanislaus"	"CA"
"Highline Canal"	"H0235"	7224	""	NA	"1"	"3/1/1989"	FALSE	""	"CSCHYD_2_UNIT 2"	""	"Silicon Valley Power"	"Orland"	"Glenn"	"CA"
"Cove Hydroelectric"	"H0236"	10707	""	NA	"GEN 1"	"2/20/1990"	FALSE	""	"COVERD_2_QFUNTS"	"COVE ROAD AREA LUMPED UNITS"	"Snow Mountain Hydro LLC"	"Montgomery Creek"	"Shasta"	"CA"
"Ponderosa Bailey Creek"	"H0237"	10709	""	NA	"GEN1"	"2/25/1990"	FALSE	""	"VOLTA_7_BAILEY"	""	"Snow Mountain Hydro LLC"	"Unincorporated"	"Shasta"	"CA"
"Lost Creek 1"	"H0238"	10708	""	NA	"GEN1"	"10/9/1989"	FALSE	""	"HATLOS_6_LSCRK"	"Lost Creek 1 & 2 Hydro Conversion"	"Snow Mountain Hydro LLC"	"Cassel"	"Shasta"	"CA"
"Burney Creek"	"H0240"	10706	""	NA	"GEN1"	"3/28/1990"	FALSE	""	"SPBURN_7_SNOWMT"	"SNOW MOUNTAIN HYDRO LLC (BURNEY CREEK)"	"Snow Mountain Hydro LLC"	"Burney"	"Shasta"	"CA"
"Gosselin Hydroelectric Plant"	"H0241"	10128	""	NA	"GEN 1"	"6/1/1983"	FALSE	""	"LOWGAP_7_MATHEW"	""	"Humboldt Bay Municipal Water District"	"Ruth Trinity County"	"Trinity"	"CA"
"Gosselin Hydroelectric Plant"	"H0241"	10128	""	NA	"GEN 2"	"6/1/1983"	FALSE	""	"LOWGAP_7_MATHEW"	""	"Humboldt Bay Municipal Water District"	"Ruth Trinity County"	"Trinity"	"CA"
"Hoover Dam (NV)"	"H0242"	8902	""	NA	"154"	"10/1/1936"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Henderson"	"Mohave"	"NV"
"Hoover Dam (NV)"	"H0242"	8902	""	NA	"8902"	"10/1/1936"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Henderson"	"Mohave"	"NV"
"Indian Valley Dam"	"H0243"	50129	""	NA	"1641"	"10/1/1983"	FALSE	""	"INDVLY_1_UNITS"	""	"Yolo County Flood Control & Water Conservation District"	"Clearlake Oaks"	"Lake"	"CA"
"Indian Valley Dam"	"H0243"	50129	""	NA	"1642"	"10/1/1983"	FALSE	""	"INDVLY_1_UNITS"	""	"Yolo County Flood Control & Water Conservation District"	"Clearlake Oaks"	"Lake"	"CA"
"Indian Valley Dam"	"H0243"	50129	""	NA	"8332"	"10/1/1983"	FALSE	""	"INDVLY_1_UNITS"	""	"Yolo County Flood Control & Water Conservation District"	"Clearlake Oaks"	"Lake"	"CA"
"Inskip"	"H0244"	248	""	NA	"1"	"10/1/1979"	FALSE	""	"INSKIP_2_UNIT"	"INSKIP"	"Pacific Gas & Electric (PG&E)"	"Manton"	"Tehama"	"CA"
"Iron Gate"	"H0245"	297	""	NA	"1"	"2/1/1962"	FALSE	""	""	""	"PacifiCorp"	"Hornbrook"	"Siskiyou"	"CA"
"James B Black"	"H0250"	249	""	NA	"Unit 501"	"12/17/1965"	FALSE	""	"BLACK_7_UNIT 1"	"James B. Black 1"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"James B Black"	"H0250"	249	""	NA	"Unit 502"	"12/17/1965"	FALSE	""	"BLACK_7_UNIT 2"	"James B. Black 2"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"Jaybird"	"H0253"	431	""	NA	"Unit 1"	"4/1/1961"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Randall"	"El Dorado"	"CA"
"Jaybird"	"H0253"	431	""	NA	"Unit 2"	"8/1/1968"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Randall"	"El Dorado"	"CA"
"Jones Fork"	"H0255"	534	""	NA	"Unit 1"	"6/1/1985"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Randall"	"El Dorado"	"CA"
"Judge F Carr"	"H0257"	442	""	NA	"UNIT 1"	"5/1/1963"	FALSE	""	""	""	"United States Bureau of Reclamation"	"French Gulch"	"Shasta"	"CA"
"Judge F Carr"	"H0257"	442	""	NA	"UNIT 2"	"7/1/1963"	FALSE	""	""	""	"United States Bureau of Reclamation"	"French Gulch"	"Shasta"	"CA"
"Kaweah 1"	"H0259"	337	""	NA	"1"	"5/1/1990"	FALSE	""	"RECTOR_2_KAWH 1"	"Kaweah PH 1 Unit 1"	"Southern California Edison (SCE)"	"Three Rivers"	"Tulare"	"CA"
"Kaweah 2"	"H0260"	336	""	NA	"2"	"9/1/1929"	FALSE	""	"RECTOR_2_KAWH 2"	""	"Southern California Edison (SCE)"	"Three Rivers"	"Tulare"	"CA"
"Kaweah 3"	"H0261"	338	""	NA	"1"	"5/1/1913"	FALSE	""	"RECTOR_2_KAWH 3"	""	"Southern California Edison (SCE)"	"Three Rivers"	"Tulare"	"CA"
"Terminus Hydroelectric Project"	"H0262"	54343	""	NA	"1"	"3/16/1990"	FALSE	""	"RECTOR_2_QF"	"RECTOR AREA LUMPED UNITS"	"Kaweah River Power Authority"	"Lemon Cove"	"Tulare"	"CA"
"Kelly Ridge"	"H0263"	418	""	NA	"1"	"9/1/1963"	FALSE	""	"KELYRG_6_UNIT"	"Kelly Ridge PH"	"South Feather Water and Power"	"Oroville"	"Butte"	"CA"
"Kerckhoff PH 1"	"H0265"	250	""	NA	"Unit 593"	"8/15/1920"	FALSE	""	"KERKH1_7_UNIT 1"	"Kerckhoff PH 1 Unit #1"	"Pacific Gas & Electric (PG&E)"	"Auberry"	"Fresno"	"CA"
"Kerckhoff PH 1"	"H0265"	250	""	NA	"Unit 594"	"8/15/1920"	TRUE	"4/1/2013"	"KERKH1_7_UNIT 2"	"Kerckhoff PH 1 Unit #2"	"Pacific Gas & Electric (PG&E)"	"Auberry"	"Fresno"	"CA"
"Kerckhoff PH 1"	"H0265"	250	""	NA	"Unit 595"	"8/15/1920"	FALSE	""	"KERKH1_7_UNIT 3"	"Kerckhoff PH 1 Unit #3"	"Pacific Gas & Electric (PG&E)"	"Auberry"	"Fresno"	"CA"
"Kerckhoff PH 2"	"H0266"	682	""	NA	"Unit 932"	"5/6/1983"	FALSE	""	"KERKH2_7_UNIT 1"	"Kerckhoff PH 2 Unit #1"	"Pacific Gas & Electric (PG&E)"	"Auberry"	"Fresno"	"CA"
"Kern Canyon"	"H0267"	7911	""	NA	"Unit 596"	"8/8/1921"	FALSE	""	"KRNCNY_6_UNIT"	"KERN CANYON"	"Pacific Gas & Electric (PG&E)"	"Bakersfield"	"Kern"	"CA"
"Kern River 1"	"H0268"	340	""	NA	"UNIT 1"	"5/1/1907"	FALSE	""	"KERRGN_1_UNIT 1"	"KERN RIVER PH 1 (AGGREGATE)"	"Southern California Edison (SCE)"	"Bakersfield"	"Kern"	"CA"
"Kern River 3"	"H0269"	339	""	NA	"UNIT 1"	"3/1/1921"	FALSE	""	"VESTAL_6_KERNU1 - VESTAL_6_KERNU2"	""	"Southern California Edison (SCE)"	"Kernville"	"Kern"	"CA"
"Keswick"	"H0270"	443	""	NA	"UNIT 1"	"3/1/1950"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Redding"	"Shasta"	"CA"
"Keswick"	"H0270"	443	""	NA	"UNIT 2"	"12/1/1949"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Redding"	"Shasta"	"CA"
"Keswick"	"H0270"	443	""	NA	"UNIT 3"	"10/1/1949"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Redding"	"Shasta"	"CA"
"Kilarc"	"H0271"	253	""	NA	"1"	"6/1/1904"	FALSE	""	"KILARC_2_UNIT 1"	"KILARC"	"Pacific Gas & Electric (PG&E)"	"Whitmore"	"Shasta"	"CA"
"Kilarc"	"H0271"	253	""	NA	"2"	"5/1/1904"	FALSE	""	"KILARC_2_UNIT 1"	"KILARC"	"Pacific Gas & Electric (PG&E)"	"Whitmore"	"Shasta"	"CA"
"Kings River"	"H0272"	254	""	NA	"Unit 597"	"3/7/1962"	FALSE	""	"KINGRV_7_UNIT 1"	"Kings River Unit 1"	"Pacific Gas & Electric (PG&E)"	"Balch Camp"	"Fresno"	"CA"
"Kirkwood (RPS Certified)"	"H0274"	382	""	NA	"UNIT 1"	"2/1/1967"	FALSE	""	"INTKEP_2_KIRKW1"	"Kirkwood Unit 1"	"SF Public Utilities Commisson"	"Groveland"	"Tuolumne"	"CA"
"Kirkwood (RPS Certified)"	"H0274"	382	""	NA	"UNIT 2"	"2/1/1967"	FALSE	""	"INTKEP_2_KIRKW2"	"Kirkwood Unit 2"	"SF Public Utilities Commisson"	"Groveland"	"Tuolumne"	"CA"
"Kirkwood (RPS Certified)"	"H0274"	382	""	NA	"UNIT 3"	"9/1/1987"	FALSE	""	"INTKEP_2_KIRKW3"	"Kirkwood Unit 3"	"SF Public Utilities Commisson"	"Groveland"	"Tuolumne"	"CA"
"Middle Fork"	"H0275"	425	""	NA	"UNIT 1"	"10/1/1966"	FALSE	""	"MIDFRK_7_UNIT 1"	"Middle Fork 1"	"Placer County Water Agency"	"Foresthill"	"Placer"	"CA"
"Middle Fork"	"H0275"	425	""	NA	"UNIT 2"	"10/1/1966"	FALSE	""	"MIDFRK_7_UNIT2"	""	"Placer County Water Agency"	"Foresthill"	"Placer"	"CA"
"La Grange"	"H0276"	440	""	NA	"1"	"11/1/1989"	FALSE	""	""	""	"Turlock Irrigation Distict"	"La Grange"	"Stanislaus"	"CA"
"La Grange"	"H0276"	440	""	NA	"117954"	"11/1/1989"	FALSE	""	""	""	"Turlock Irrigation Distict"	"La Grange"	"Stanislaus"	"CA"
